Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
1733,Yıldırım Mert Çetin,tr TUR,DF,Lecce,it Serie A,26-135,1997,1,1,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c730da00
1734,Roque Mesa,es ESP,MF,Valladolid,es La Liga,33-343,1989,26,17,1408,15.6,2,1,3,2,0,0,10,1,1.4,1.4,1,2.4,25,105,23,0.13,0.06,0.19,0.13,0.19,0.09,0.06,0.15,0.09,0.15,Matches,7c4243d4
1735,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,23-075,2000,34,34,3060,34,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6b625ac2
1736,Lionel Messi,ar ARG,FWMF,Paris S-G,fr Ligue 1,35-326,1987,29,29,2567,28.5,15,15,30,15,0,0,0,0,14.3,14.3,11.9,26.2,108,270,204,0.53,0.53,1.05,0.53,1.05,0.5,0.42,0.92,0.5,0.92,Matches,d70ce98e
1737,Junior Messias,br BRA,FWDF,Milan,it Serie A,32-003,1991,22,16,1301,14.5,5,2,7,5,0,0,2,0,2.1,2.1,0.7,2.8,40,43,108,0.35,0.14,0.48,0.35,0.48,0.15,0.05,0.2,0.15,0.2,Matches,f49c4ae9
1738,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,31-246,1991,10,7,585,6.5,0,0,0,0,0,0,2,0,0.2,0.2,0.6,0.7,9,30,45,0,0,0,0,0,0.03,0.09,0.12,0.03,0.12,Matches,e162b013
1739,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,32-033,1991,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,b56dd813
1740,Sven Michel,de GER,FW,Union Berlin,de Bundesliga,32-305,1990,20,2,467,5.2,3,0,3,2,1,1,2,0,1.6,0.8,0.8,1.6,7,12,47,0.58,0,0.58,0.39,0.39,0.31,0.16,0.47,0.16,0.32,Matches,1e274a0a
1741,Alexander Mighten,eng ENG,FW,Nott'ham Forest,eng Premier League,21-035,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,10ec4169
1742,Tommaso Milanese,it ITA,MF,Cremonese,it Serie A,20-289,2002,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0.2,0.2,2,2,1,0,0,0,0,0,0,0.63,0.63,0,0.63,Matches,b2561711
1743,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,25-216,1997,26,23,2092,23.2,2,1,3,2,0,0,4,0,1.9,1.9,0.5,2.3,8,75,3,0.09,0.04,0.13,0.09,0.13,0.08,0.02,0.1,0.08,0.1,Matches,bee704fc
1744,Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,29-077,1994,24,15,1423,15.8,7,1,8,7,0,1,3,1,5.9,5.1,1.4,6.6,10,30,77,0.44,0.06,0.51,0.44,0.51,0.38,0.09,0.47,0.33,0.42,Matches,85613cf0
1745,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,29-077,1994,2,2,129,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.4,1,1,9,0,0,0,0,0,0.1,0.17,0.27,0.1,0.27,Matches,85613cf0
1746,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,28-078,1995,33,31,2753,30.6,7,8,15,7,0,0,9,0,4.9,4.9,6.5,11.4,42,144,117,0.23,0.26,0.49,0.23,0.49,0.16,0.21,0.37,0.16,0.37,Matches,4e6dbac4
1747,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,26-085,1997,35,35,3150,35,0,0,0,0,0,0,4,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,9fa26bc2
1748,Éder Militão,br BRA,DF,Real Madrid,es La Liga,25-118,1998,30,27,2433,27,5,0,5,5,0,0,4,0,2.4,2.4,0.6,2.9,26,84,15,0.18,0,0.18,0.18,0.18,0.09,0.02,0.11,0.09,0.11,Matches,2784f898
1749,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,32-039,1991,18,5,512,5.7,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,2,20,2,0,0,0,0,0,0.06,0.03,0.09,0.06,0.09,Matches,2ce2508a
1750,Luis Milla,es ESP,MF,Getafe,es La Liga,28-221,1994,24,21,1728,19.2,0,1,1,0,0,0,6,1,0.2,0.2,1.2,1.4,14,98,6,0,0.05,0.05,0,0.05,0.01,0.06,0.07,0.01,0.07,Matches,19c36442
1751,Pere Milla,es ESP,FWMF,Elche,es La Liga,30-235,1992,27,21,1763,19.6,6,1,7,3,3,3,6,0,5.1,2.8,1.2,4,22,64,81,0.31,0.05,0.36,0.15,0.2,0.26,0.06,0.32,0.14,0.2,Matches,335039a2
1752,Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,20-303,2002,22,9,869,9.7,0,1,1,0,0,0,3,0,1,1,1.6,2.6,21,28,58,0,0.1,0.1,0,0.1,0.11,0.17,0.27,0.11,0.27,Matches,f76022e7
1753,James Milner,eng ENG,MFDF,Liverpool,eng Premier League,37-132,1986,29,6,804,8.9,0,1,1,0,0,0,2,0,0.4,0.4,0.9,1.3,17,61,68,0,0.11,0.11,0,0.11,0.04,0.1,0.14,0.04,0.14,Matches,2f90f6b8
1754,Marko Milovanović,rs SRB,FW,Almería,es La Liga,19-285,2003,2,0,15,0.2,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,1,3,0,0,0,0,0,0.3,0,0.3,0.3,0.3,Matches,1fda2b14
1755,Kim Min-jae,kr KOR,DF,Napoli,it Serie A,26-182,1996,33,33,2900,32.2,2,2,4,2,0,0,4,0,1,1,1.9,2.9,41,160,8,0.06,0.06,0.12,0.06,0.12,0.03,0.06,0.09,0.03,0.09,Matches,e0f8151c
1756,Yerry Mina,co COL,DF,Everton,eng Premier League,28-235,1994,5,5,414,4.6,1,0,1,1,0,0,2,0,0.6,0.6,0,0.6,1,8,1,0.22,0,0.22,0.22,0.22,0.14,0,0.14,0.14,0.14,Matches,6d5701f2
1757,Takumi Minamino,jp JPN,MFFW,Monaco,fr Ligue 1,28-120,1995,17,9,672,7.5,1,3,4,1,0,0,2,0,1.8,1.8,1.2,3,25,24,61,0.13,0.4,0.54,0.13,0.54,0.24,0.16,0.4,0.24,0.4,Matches,f833a830
1758,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,30-064,1993,33,33,2970,33,1,2,3,1,0,0,5,0,1.2,1.2,1.4,2.6,19,110,7,0.03,0.06,0.09,0.03,0.09,0.04,0.04,0.08,0.04,0.08,Matches,8397a50c
1759,Óscar Mingueza,es ESP,DF,Celta Vigo,es La Liga,24-003,1999,18,12,1144,12.7,0,0,0,0,0,0,2,0,0.4,0.4,1.1,1.5,21,59,36,0,0,0,0,0,0.03,0.09,0.12,0.03,0.12,Matches,056269d7
1760,Rafa Mir,es ESP,FW,Sevilla,es La Liga,25-332,1997,22,13,1036,11.5,5,0,5,5,0,0,1,0,6.7,6.7,0.9,7.5,10,9,45,0.43,0,0.43,0.43,0.43,0.58,0.07,0.66,0.58,0.66,Matches,bbf5c11b
1761,Aleksei Miranchuk,ru RUS,MF,Torino,it Serie A,27-211,1995,26,22,1882,20.9,4,5,9,4,0,0,0,0,2.8,2.8,4.1,6.8,44,93,97,0.19,0.24,0.43,0.19,0.43,0.13,0.19,0.33,0.13,0.33,Matches,a9aa0d1d
1762,Juan Miranda,es ESP,DF,Betis,es La Liga,23-117,2000,18,14,1285,14.3,3,0,3,3,0,0,1,0,2.3,2.3,1.9,4.2,24,62,74,0.21,0,0.21,0.21,0.21,0.16,0.13,0.29,0.16,0.29,Matches,ead61f73
1763,Fabio Miretti,it ITA,MFFW,Juventus,it Serie A,19-286,2003,25,12,1129,12.5,0,2,2,0,0,0,2,0,2.4,2.4,1.2,3.6,29,50,78,0,0.16,0.16,0,0.16,0.19,0.1,0.29,0.19,0.29,Matches,34693494
1764,Filippo Missori,it ITA,DF,Roma,it Serie A,19-053,2004,2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches,2d3d7c0d
1765,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,23-257,1999,34,32,2711,30.1,0,2,2,0,0,0,5,1,0.6,0.6,1.1,1.7,22,97,81,0,0.07,0.07,0,0.07,0.02,0.04,0.06,0.02,0.06,Matches,5cbd1eb0
1766,Kaoru Mitoma,jp JPN,FW,Brighton,eng Premier League,25-361,1997,29,21,2024,22.5,7,4,11,7,0,0,0,0,5.9,5.9,5.8,11.7,123,80,233,0.31,0.18,0.49,0.31,0.49,0.26,0.26,0.52,0.26,0.52,Matches,74618572
1767,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,28-242,1994,22,21,1839,20.4,12,1,13,9,3,6,6,0,12.4,7.8,2.1,9.9,20,42,92,0.59,0.05,0.64,0.44,0.49,0.61,0.1,0.71,0.38,0.48,Matches,3925dbd6
1768,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,32-359,1990,18,14,1320,14.7,0,0,0,0,0,0,4,0,0.1,0.1,0,0.1,0,12,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,e6777e6b
1769,Maximilian Mittelstädt,de GER,DFMF,Hertha BSC,de Bundesliga,26-059,1997,16,6,764,8.5,0,0,0,0,0,0,4,0,0.3,0.3,0.8,1.1,23,34,28,0,0,0,0,0,0.03,0.1,0.13,0.03,0.13,Matches,88d4144a
1770,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,34-115,1989,31,24,1986,22.1,3,2,5,3,0,0,4,0,2.8,2.8,2.1,4.9,48,133,74,0.14,0.09,0.23,0.14,0.23,0.13,0.1,0.22,0.13,0.22,Matches,dd0daf32
1771,Anthony Modeste,fr FRA,FW,Dortmund,de Bundesliga,35-032,1988,18,7,802,8.9,2,1,3,2,0,0,4,0,4.3,4.3,1.1,5.4,3,7,35,0.22,0.11,0.34,0.22,0.34,0.48,0.12,0.61,0.48,0.61,Matches,34e4343c
1772,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,37-249,1985,29,17,1541,17.1,4,3,7,3,1,1,6,0,4.2,3.4,4.3,7.7,41,151,69,0.23,0.18,0.41,0.18,0.35,0.25,0.25,0.5,0.2,0.45,Matches,6025fab1
1773,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,23-356,1999,13,12,1058,11.8,5,2,7,5,0,0,1,0,6.1,6.1,1.2,7.3,15,16,58,0.43,0.17,0.6,0.43,0.6,0.52,0.1,0.62,0.52,0.62,Matches,065dc209
1774,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,23-356,1999,18,17,1386,15.4,12,0,12,11,1,2,1,0,7.3,5.7,0.5,6.2,29,20,61,0.78,0,0.78,0.71,0.71,0.47,0.03,0.5,0.37,0.4,Matches,065dc209
1775,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,25-169,1997,34,18,1823,20.3,8,2,10,8,0,0,0,0,7.3,7.3,1.7,9,13,22,105,0.39,0.1,0.49,0.39,0.49,0.36,0.08,0.44,0.36,0.44,Matches,595e6f3e
1776,Tobias Mohr,de GER,DFMF,Schalke 04,de Bundesliga,27-265,1995,16,8,790,8.8,0,2,2,0,0,0,0,0,0.6,0.6,1.1,1.6,20,27,31,0,0.23,0.23,0,0.23,0.07,0.12,0.19,0.07,0.19,Matches,9ec9c8b6
1777,Johan Mojica,co COL,DF,Villarreal,es La Liga,30-268,1992,15,5,614,6.8,0,0,0,0,0,0,0,0,0,0,0.9,0.9,25,19,37,0,0,0,0,0,0.01,0.13,0.13,0.01,0.13,Matches,608f2092
1778,Johan Mojica,co COL,DFMF,Elche,es La Liga,30-268,1992,3,3,270,3,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,14,9,11,0,0,0,0,0,0.04,0.09,0.13,0.04,0.13,Matches,608f2092
1779,Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,22-062,2001,1,0,15,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,29ddfb9c
1780,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,25-040,1998,29,29,2507,27.9,3,2,5,3,0,0,7,1,2.3,2.3,3.7,6,66,103,231,0.11,0.07,0.18,0.11,0.18,0.08,0.13,0.22,0.08,0.22,Matches,23610943
1781,Salvatore Molina,it ITA,DF,Monza,it Serie A,31-135,1992,5,1,229,2.5,0,0,0,0,0,0,1,0,0,0,0.1,0.1,9,7,22,0,0,0,0,0,0.02,0.04,0.05,0.02,0.05,Matches,54ab971f
1782,Florent Mollet,fr FRA,MF,Nantes,fr Ligue 1,31-178,1991,16,10,950,10.6,1,2,3,1,0,0,2,0,1.1,1.1,2.6,3.8,24,63,63,0.09,0.19,0.28,0.09,0.28,0.11,0.25,0.36,0.11,0.36,Matches,7e82a78f
1783,Florent Mollet,fr FRA,MF,Schalke 04,de Bundesliga,31-178,1991,9,4,410,4.6,1,0,1,1,0,0,1,0,0.4,0.4,0.4,0.7,6,14,24,0.22,0,0.22,0.22,0.22,0.08,0.08,0.16,0.08,0.16,Matches,7e82a78f
1784,Jon Moncayola,es ESP,MFDF,Osasuna,es La Liga,25-003,1998,33,22,2183,24.3,1,1,2,1,0,0,5,0,2,2,1.3,3.3,32,160,44,0.04,0.04,0.08,0.04,0.08,0.08,0.05,0.14,0.08,0.14,Matches,9.94E+171
1785,Monchu,es ESP,MF,Valladolid,es La Liga,23-245,1999,30,22,1873,20.8,3,2,5,3,0,0,9,0,2.4,2.4,2,4.4,16,102,23,0.14,0.1,0.24,0.14,0.24,0.11,0.1,0.21,0.11,0.21,Matches,8ac501f5
1786,César Montes,mx MEX,DF,Espanyol,es La Liga,26-081,1997,16,15,1305,14.5,1,0,1,1,0,0,4,0,0.5,0.5,0,0.5,10,31,2,0.07,0,0.07,0.07,0.07,0.03,0,0.03,0.03,0.03,Matches,28e957d7
1787,Daniele Montevago,it ITA,FW,Sampdoria,it Serie A,20-059,2003,6,3,231,2.6,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,1,0,10,0,0,0,0,0,0.19,0.09,0.28,0.19,0.28,Matches,ca73910d
1788,Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,26-135,1997,24,14,1325,14.7,0,3,3,0,0,0,7,1,0.8,0.8,2,2.7,32,50,80,0,0.2,0.2,0,0.2,0.05,0.14,0.19,0.05,0.19,Matches,374d5158
1789,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,27-085,1996,34,34,3060,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c1d95617
1790,Martín Montoya,es ESP,DF,Betis,es La Liga,32-032,1991,6,6,453,5,0,0,0,0,0,0,1,0,0,0,0.7,0.7,6,16,12,0,0,0,0,0,0.01,0.14,0.15,0.01,0.15,Matches,5cec2487
1791,Kieffer Moore,wls WAL,FW,Bournemouth,eng Premier League,30-281,1992,25,12,1218,13.5,4,0,4,4,0,0,1,0,4,4,0.3,4.2,10,22,51,0.3,0,0.3,0.3,0.3,0.29,0.02,0.31,0.29,0.31,Matches,01ce9e70
1792,Andrew Moran,ie IRL,FW,Brighton,eng Premier League,19-213,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,c4720845
1793,Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,30-205,1992,34,22,1848,20.5,13,2,15,13,0,0,4,0,11.8,11.8,2,13.8,32,17,100,0.63,0.1,0.73,0.63,0.73,0.57,0.1,0.67,0.57,0.67,Matches,129af0db
1794,Jon Morcillo,es ESP,FWMF,Athletic Club,es La Liga,24-243,1998,10,0,76,0.8,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.5,6,2,15,0,1.18,1.18,0,1.18,0.2,0.42,0.62,0.2,0.62,Matches,b7d7f3bf
1795,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,30-315,1992,21,12,1116,12.4,0,1,1,0,0,0,5,0,0.7,0.7,1.1,1.8,33,36,79,0,0.08,0.08,0,0.08,0.06,0.09,0.15,0.06,0.15,Matches,11b9265b
1796,Álex Moreno,es ESP,DF,Aston Villa,eng Premier League,29-342,1993,18,14,1317,14.6,0,3,3,0,0,0,3,0,0.6,0.6,3,3.7,64,36,122,0,0.21,0.21,0,0.21,0.04,0.21,0.25,0.04,0.25,Matches,16e9d0ea
1797,Álex Moreno,es ESP,DF,Betis,es La Liga,29-342,1993,15,15,1350,15,0,3,3,0,0,0,1,0,1.3,1.3,1.5,2.7,49,44,76,0,0.2,0.2,0,0.2,0.08,0.1,0.18,0.08,0.18,Matches,16e9d0ea
1798,Diego Moreno,es ESP,DF,Osasuna,es La Liga,21-329,2001,10,7,635,7.1,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.6,8,13,19,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,Matches,a21417e2
1799,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,31-039,1992,18,13,1103,12.3,6,2,8,5,1,2,4,0,7.3,5.8,2.1,7.8,16,54,95,0.49,0.16,0.65,0.41,0.57,0.6,0.17,0.77,0.47,0.64,Matches,81f0781e
1800,Marlos Moreno,co COL,MFDF,Troyes,fr Ligue 1,26-238,1996,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,8499c713
1801,Tete Morente,es ESP,MFDF,Elche,es La Liga,26-163,1996,28,19,1720,19.1,3,0,3,3,0,0,4,0,3.1,3.1,0.7,3.8,49,53,157,0.16,0,0.16,0.16,0.16,0.16,0.03,0.2,0.16,0.2,Matches,004d185e
1802,Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,20-117,2003,24,10,1011,11.2,0,2,2,0,0,0,6,2,1.2,1.2,1,2.2,16,67,30,0,0.18,0.18,0,0.18,0.11,0.09,0.19,0.11,0.19,Matches,f4c69aa6
1803,Manu Morlanes,es ESP,MF,Villarreal,es La Liga,24-124,1999,4,2,158,1.8,0,0,0,0,0,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,Matches,a0255c67
1804,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,24-124,1999,9,7,538,6,1,0,1,1,0,0,3,0,0.2,0.2,0.3,0.5,7,21,4,0.17,0,0.17,0.17,0.17,0.04,0.04,0.08,0.04,0.08,Matches,a0255c67
1805,Nikola Moro,hr CRO,MF,Bologna,it Serie A,25-065,1998,23,11,1075,11.9,1,3,4,1,0,0,1,0,0.6,0.6,1.4,2.1,18,90,30,0.08,0.25,0.33,0.08,0.33,0.05,0.12,0.17,0.05,0.17,Matches,ff579c7e
1806,Loren Morón,es ESP,FW,Betis,es La Liga,29-137,1993,2,0,15,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3aa4a3be
1807,Cristhian Mosquera,co COL,DF,Valencia,es La Liga,18-323,2004,3,1,145,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,1,1,0,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches,dc1ce4f5
1808,Dany Mota,pt POR,FWMF,Monza,it Serie A,25-014,1998,26,18,1716,19.1,5,0,5,5,0,0,1,0,4.8,4.8,2.1,6.9,62,30,142,0.26,0,0.26,0.26,0.26,0.25,0.11,0.36,0.25,0.36,Matches,efc9e31f
1809,Lebo Mothiba,za RSA,FWMF,Strasbourg,fr Ligue 1,27-108,1996,19,3,435,4.8,3,0,3,3,0,0,0,0,1.1,1.1,0.1,1.1,7,7,30,0.62,0,0.62,0.62,0.62,0.22,0.02,0.23,0.22,0.23,Matches,3eaf8817
1810,Youssoufa Moukoko,de GER,FW,Dortmund,de Bundesliga,18-177,2004,25,11,1096,12.2,7,3,10,7,0,0,0,0,6.3,6.3,1.2,7.5,7,11,55,0.57,0.25,0.82,0.57,0.82,0.52,0.1,0.61,0.52,0.61,Matches,6ce43701
1811,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,28-229,1994,20,17,1392,15.5,5,0,5,4,1,1,1,0,6.2,5.4,0.7,6.2,16,27,72,0.32,0,0.32,0.26,0.26,0.4,0.05,0.45,0.35,0.4,Matches,19ba6c6d
1812,Mason Mount,eng ENG,MFFW,Chelsea,eng Premier League,24-126,1999,24,20,1648,18.3,3,2,5,3,0,0,4,0,2,2,3,5,48,98,114,0.16,0.11,0.27,0.16,0.27,0.11,0.16,0.27,0.11,0.27,Matches,9674002f
1813,Lucas Moura,br BRA,MFDF,Tottenham,eng Premier League,30-276,1992,13,0,127,1.4,0,0,0,0,0,0,0,1,0.1,0.1,0.3,0.3,3,10,11,0,0,0,0,0,0.06,0.18,0.24,0.06,0.24,Matches,2b622f01
1814,Bevic Moussiti-Oko,cg CGO,FW,Ajaccio,fr Ligue 1,28-108,1995,17,7,698,7.8,1,0,1,1,0,0,1,0,1.8,1.8,0.8,2.7,10,10,45,0.13,0,0.13,0.13,0.13,0.24,0.11,0.35,0.24,0.35,Matches,71d10572
1815,João Moutinho,pt POR,MF,Wolves,eng Premier League,36-250,1986,31,20,1780,19.8,0,2,2,0,0,0,3,0,1.3,1.3,2.6,3.9,23,132,32,0,0.1,0.1,0,0.1,0.07,0.13,0.2,0.07,0.2,Matches,f5a00fa4
1816,João Moutinho,pt POR,DFFW,Spezia,it Serie A,25-124,1998,4,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches,a0aee24e
1817,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,26-277,1996,32,24,2130,23.7,0,2,2,0,0,0,7,0,1.6,1.6,0.9,2.5,33,145,41,0,0.08,0.08,0,0.08,0.07,0.04,0.11,0.07,0.11,Matches,af0c835b
1818,Divin Mubama,eng ENG,FW,West Ham,eng Premier League,18-203,2004,2,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches,92868cb5
1819,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,22-131,2001,13,6,572,6.4,0,2,2,0,0,0,1,0,1.2,1.2,0.7,1.9,22,19,34,0,0.31,0.31,0,0.31,0.19,0.11,0.29,0.19,0.29,Matches,049a888d
1820,Nordi Mukiele,fr FRA,DF,Paris S-G,fr Ligue 1,25-196,1997,19,12,1137,12.6,0,3,3,0,0,0,0,0,1,1,2.1,3.1,19,26,57,0,0.24,0.24,0,0.24,0.08,0.17,0.25,0.08,0.25,Matches,ac73ec79
1821,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,24-043,1999,1,1,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1295552e
1822,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,25-184,1997,19,19,1710,19,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches,cbac6ec9
1823,Thomas Müller,de GER,FWMF,Bayern Munich,de Bundesliga,33-245,1989,25,19,1514,16.8,7,7,14,7,0,0,0,0,8.4,8.4,6.4,14.8,33,84,175,0.42,0.42,0.83,0.42,0.83,0.5,0.38,0.88,0.5,0.88,Matches,3c6089ab
1824,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,24-344,1998,14,7,742,8.2,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,4,17,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,5487adcd
1825,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,26-328,1996,31,28,2441,27.1,7,3,10,7,0,0,6,0,8.9,8.9,2.7,11.6,33,84,81,0.26,0.11,0.37,0.26,0.37,0.33,0.1,0.43,0.33,0.43,Matches,2acf0cd7
1826,Iker Muniain,es ESP,MFFW,Athletic Club,es La Liga,30-148,1992,26,16,1456,16.2,0,3,3,0,0,0,2,0,2.6,2.6,3.5,6.2,44,138,95,0,0.19,0.19,0,0.19,0.16,0.22,0.38,0.16,0.38,Matches,c05dfb74
1827,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,25-273,1997,21,18,1576,17.5,0,1,1,0,0,0,2,0,0.2,0.2,0.7,0.9,35,48,76,0,0.06,0.06,0,0.06,0.01,0.04,0.05,0.01,0.05,Matches,228b0d9d
1828,Álvaro Muñoz,uy URU,FWMF,Real Madrid,es La Liga,18-306,2004,5,0,54,0.6,1,1,2,1,0,0,0,0,0.2,0.2,0.3,0.5,0,1,2,1.67,1.67,3.33,1.67,3.33,0.41,0.49,0.89,0.41,0.89,Matches,49a6ecbb
1829,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,20-192,2002,5,2,233,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,175ece4c
1830,Pablo Muñoz,es ESP,MF,Rayo Vallecano,es La Liga,19-254,2003,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches,44e8521b
1831,Luis Muriel,co COL,FWMF,Atalanta,it Serie A,32-030,1991,26,9,987,11,2,2,4,1,1,1,2,2,2,1.2,3.4,4.6,50,65,119,0.18,0.18,0.36,0.09,0.27,0.18,0.31,0.49,0.11,0.42,Matches,eb2fe5b6
1832,Jeison Murillo,co COL,DF,Sampdoria,it Serie A,30-354,1992,19,12,1033,11.5,0,0,0,0,0,0,6,1,0.2,0.2,0,0.2,8,33,3,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,b233e8e4
1833,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,29-022,1994,31,30,2624,29.2,13,3,16,9,4,5,6,1,11.4,7.5,2.1,9.5,25,52,137,0.45,0.1,0.55,0.31,0.41,0.39,0.07,0.46,0.26,0.33,Matches,0cadc46d
1834,Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,28-081,1995,34,14,1215,13.5,4,2,6,4,0,0,0,0,3.3,3.3,2.8,6.1,64,57,141,0.3,0.15,0.44,0.3,0.44,0.24,0.21,0.46,0.24,0.46,Matches,de112b84
1835,Nicola Murru,it ITA,DF,Sampdoria,it Serie A,28-151,1994,18,4,650,7.2,0,0,0,0,0,0,2,0,0,0,0.1,0.1,6,26,10,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches,d183e9d6
1836,Yunus Musah,us USA,MF,Valencia,es La Liga,20-168,2002,31,26,2106,23.4,0,2,2,0,0,0,9,0,1.8,1.8,1.8,3.6,72,93,101,0,0.09,0.09,0,0.09,0.08,0.08,0.15,0.08,0.15,Matches,b51b1b9c
1837,Jamal Musiala,de GER,MFFW,Bayern Munich,de Bundesliga,20-079,2003,31,25,2102,23.4,11,10,21,11,0,0,1,0,7.6,7.6,6.3,13.9,82,114,186,0.47,0.43,0.9,0.47,0.9,0.33,0.27,0.6,0.33,0.6,Matches,2c0558b8
